project_type,location_tier,total_area_sqft,num_floors,structure_type,material_quality,num_workers,site_condition,cost_inr,duration_days
Residential,Tier1,25355,7,Prefabricated,Premium,168,Difficult,175426000.0,271.0
Commercial,Tier3,12192,18,RCC,Premium,130,Difficult,49455000.0,245.0
Industrial,Tier1,37278,9,Load Bearing,Standard,177,Easy,109667000.0,440.0
Industrial,Tier3,16465,4,RCC,Premium,45,Moderate,48673000.0,555.0
Residential,Tier2,24646,1,Steel Frame,Basic,58,Easy,41604000.0,507.0
Infrastructure,Tier3,39295,20,RCC,Premium,73,Moderate,148926000.0,1500.0
Commercial,Tier3,18898,15,Prefabricated,Basic,172,Difficult,36358000.0,262.0
Infrastructure,Tier3,33893,10,RCC,Standard,101,Difficult,81671000.0,721.0
Commercial,Tier1,43017,10,Steel Frame,Standard,189,Moderate,194002000.0,399.0
Commercial,Tier3,5316,19,RCC,Premium,17,Moderate,21740000.0,788.0
Industrial,Tier1,1627,20,Load Bearing,Basic,120,Easy,4226000.0,38.0
Residential,Tier2,15066,3,Prefabricated,Premium,167,Easy,58653000.0,110.0
Industrial,Tier2,37247,9,Steel Frame,Standard,24,Difficult,123226000.0,1500.0
Infrastructure,Tier3,20204,16,RCC,Basic,46,Easy,30608000.0,923.0
Residential,Tier1,39804,9,RCC,Basic,48,Difficult,101526000.0,1500.0
Commercial,Tier1,15666,6,Prefabricated,Premium,132,Easy,91593000.0,148.0
Residential,Tier3,10860,6,RCC,Premium,99,Moderate,34593000.0,188.0
Commercial,Tier1,46708,9,RCC,Standard,81,Easy,147823000.0,1095.0
Infrastructure,Tier3,44728,5,Prefabricated,Standard,106,Easy,92765000.0,544.0
Industrial,Tier3,41483,19,Load Bearing,Premium,93,Moderate,145389000.0,1223.0
Commercial,Tier2,37030,9,Load Bearing,Premium,34,Moderate,141693000.0,1500.0
Infrastructure,Tier3,19197,3,RCC,Premium,186,Difficult,58886000.0,195.0
Commercial,Tier3,27792,11,Steel Frame,Standard,185,Easy,77140000.0,239.0
Infrastructure,Tier2,13117,9,Steel Frame,Premium,55,Moderate,72474000.0,401.0
Industrial,Tier3,44998,5,Prefabricated,Standard,185,Easy,89115000.0,312.0
Infrastructure,Tier2,42914,19,RCC,Standard,31,Easy,126741000.0,1500.0
Commercial,Tier3,11737,6,Steel Frame,Standard,142,Moderate,28455000.0,139.0
Infrastructure,Tier3,9392,19,Load Bearing,Premium,19,Moderate,35587000.0,1500.0
Infrastructure,Tier2,47444,10,Load Bearing,Basic,155,Easy,76703000.0,662.0
Commercial,Tier3,39402,20,Steel Frame,Standard,43,Easy,114587000.0,1500.0
Residential,Tier1,10597,18,Steel Frame,Standard,100,Difficult,59215000.0,260.0
Infrastructure,Tier1,22147,12,RCC,Premium,180,Easy,118520000.0,224.0
Industrial,Tier3,36308,1,Prefabricated,Standard,62,Difficult,83761000.0,828.0
Commercial,Tier2,15214,7,Steel Frame,Standard,106,Difficult,55747000.0,284.0
Residential,Tier1,42344,2,Prefabricated,Basic,96,Difficult,109409000.0,563.0
Residential,Tier3,2181,17,RCC,Basic,142,Easy,3311000.0,32.0
Infrastructure,Tier1,34754,2,Steel Frame,Basic,27,Moderate,82520000.0,1500.0
Industrial,Tier2,12797,1,Load Bearing,Basic,48,Easy,16271000.0,361.0
Commercial,Tier3,46035,11,Steel Frame,Premium,91,Moderate,192760000.0,881.0
Residential,Tier1,39407,10,Prefabricated,Basic,124,Difficult,119063000.0,584.0
Infrastructure,Tier1,35885,9,Steel Frame,Premium,114,Moderate,245710000.0,593.0
Commercial,Tier1,12205,2,Prefabricated,Premium,18,Difficult,68027000.0,889.0
Commercial,Tier2,42830,14,RCC,Standard,182,Moderate,131207000.0,578.0
Infrastructure,Tier3,49718,5,RCC,Premium,196,Difficult,171235000.0,514.0
Infrastructure,Tier3,11118,1,Steel Frame,Basic,25,Moderate,16774000.0,534.0
Infrastructure,Tier2,37868,8,Steel Frame,Premium,33,Moderate,205567000.0,1500.0
Infrastructure,Tier1,35497,7,Prefabricated,Basic,104,Difficult,94451000.0,627.0
Residential,Tier2,17336,18,Load Bearing,Standard,129,Easy,43422000.0,376.0
Residential,Tier3,31841,12,RCC,Basic,83,Moderate,53441000.0,905.0
Industrial,Tier2,32339,3,RCC,Basic,161,Difficult,54283000.0,349.0
Infrastructure,Tier1,36989,18,Steel Frame,Standard,183,Moderate,173827000.0,521.0
Commercial,Tier1,46601,18,Steel Frame,Standard,115,Moderate,236939000.0,1039.0
Residential,Tier1,41811,15,RCC,Standard,73,Difficult,184236000.0,1500.0
Residential,Tier1,27552,16,Load Bearing,Basic,144,Moderate,65854000.0,519.0
Industrial,Tier1,31302,10,Load Bearing,Premium,82,Difficult,190914000.0,868.0
Residential,Tier1,42651,5,Steel Frame,Standard,181,Easy,153137000.0,334.0
Residential,Tier3,7353,19,RCC,Standard,116,Moderate,17665000.0,185.0
Residential,Tier2,47321,6,Prefabricated,Premium,93,Moderate,209410000.0,710.0
Commercial,Tier3,49321,18,Steel Frame,Standard,110,Easy,134497000.0,1053.0
Residential,Tier2,48580,7,Load Bearing,Standard,49,Easy,108673000.0,1500.0
Commercial,Tier3,48402,13,Steel Frame,Standard,197,Moderate,131939000.0,502.0
Industrial,Tier2,48140,7,Steel Frame,Basic,179,Moderate,96985000.0,453.0
Industrial,Tier3,5603,18,Steel Frame,Standard,121,Moderate,17323000.0,100.0
Industrial,Tier2,8363,6,Prefabricated,Basic,172,Moderate,17006000.0,70.0
Residential,Tier3,35440,19,RCC,Basic,93,Difficult,68814000.0,1185.0
Infrastructure,Tier3,23194,15,Prefabricated,Basic,136,Easy,38653000.0,348.0
Industrial,Tier2,32644,2,Steel Frame,Standard,144,Moderate,97316000.0,304.0
Infrastructure,Tier1,16694,14,Steel Frame,Basic,87,Moderate,54726000.0,412.0
Industrial,Tier3,47791,5,RCC,Basic,191,Difficult,70265000.0,425.0
Infrastructure,Tier2,33087,6,Load Bearing,Standard,100,Difficult,85967000.0,731.0
Infrastructure,Tier1,45948,13,Load Bearing,Basic,93,Moderate,107251000.0,1338.0
Commercial,Tier1,8558,1,Load Bearing,Basic,52,Moderate,14695000.0,257.0
Industrial,Tier3,47014,8,Load Bearing,Premium,166,Difficult,169450000.0,610.0
Infrastructure,Tier1,10705,10,Prefabricated,Standard,121,Moderate,44264000.0,164.0
Industrial,Tier2,17420,7,Prefabricated,Standard,154,Easy,49712000.0,152.0
Infrastructure,Tier1,43773,20,Steel Frame,Premium,60,Easy,341854000.0,1498.0
Industrial,Tier2,26061,8,RCC,Standard,78,Difficult,80614000.0,730.0
Commercial,Tier3,42237,2,RCC,Standard,54,Difficult,92320000.0,1350.0
Industrial,Tier3,15444,9,Load Bearing,Premium,6,Easy,48591000.0,1500.0
Residential,Tier3,45974,19,Steel Frame,Standard,48,Difficult,145248000.0,1500.0
Industrial,Tier2,49312,20,Load Bearing,Premium,56,Difficult,258537000.0,1500.0
Commercial,Tier1,40014,13,Load Bearing,Standard,92,Difficult,157587000.0,1207.0
Residential,Tier2,43909,2,Prefabricated,Basic,94,Moderate,73741000.0,598.0
Industrial,Tier3,37181,4,Load Bearing,Standard,126,Moderate,57749000.0,529.0
Industrial,Tier3,13135,3,RCC,Basic,40,Easy,16298000.0,462.0
Industrial,Tier2,7664,2,Load Bearing,Premium,138,Moderate,23932000.0,88.0
Residential,Tier3,40404,5,Load Bearing,Premium,22,Easy,96150000.0,1500.0
Commercial,Tier3,44779,10,Load Bearing,Premium,81,Difficult,152446000.0,1331.0
Industrial,Tier3,22446,7,RCC,Standard,28,Easy,44580000.0,1268.0
Commercial,Tier2,8348,1,Steel Frame,Basic,62,Easy,14596000.0,154.0
Residential,Tier1,49183,14,RCC,Premium,63,Easy,267174000.0,1500.0
Industrial,Tier2,38271,12,Steel Frame,Premium,49,Difficult,237440000.0,1500.0
Industrial,Tier2,18887,10,RCC,Basic,177,Easy,35581000.0,183.0
Commercial,Tier1,941,5,Prefabricated,Premium,175,Easy,4834000.0,30.0
Infrastructure,Tier2,48646,12,Load Bearing,Premium,194,Difficult,235613000.0,617.0
Commercial,Tier2,26711,2,Load Bearing,Standard,188,Moderate,51151000.0,240.0
Industrial,Tier3,34369,13,Load Bearing,Premium,86,Difficult,124316000.0,1000.0
Infrastructure,Tier2,44245,7,Steel Frame,Standard,147,Difficult,156394000.0,547.0
Infrastructure,Tier3,34189,15,Load Bearing,Basic,172,Easy,49133000.0,497.0
Industrial,Tier3,42456,7,Prefabricated,Standard,172,Easy,100962000.0,357.0
Industrial,Tier2,3441,20,Load Bearing,Standard,7,Difficult,11534000.0,1500.0
Commercial,Tier3,10198,7,RCC,Standard,36,Difficult,25364000.0,611.0
Commercial,Tier3,30283,10,Prefabricated,Standard,22,Moderate,76119000.0,1500.0
Residential,Tier3,3793,12,Prefabricated,Standard,124,Difficult,9837000.0,61.0
Residential,Tier3,24578,20,Steel Frame,Premium,142,Difficult,142018000.0,487.0
Residential,Tier3,45038,11,RCC,Standard,50,Difficult,109471000.0,1500.0
Infrastructure,Tier3,18054,16,Load Bearing,Basic,5,Difficult,27603000.0,1500.0
Commercial,Tier1,22748,6,RCC,Standard,70,Easy,68159000.0,527.0
Industrial,Tier1,4393,11,Steel Frame,Premium,178,Easy,28331000.0,46.0
Commercial,Tier2,4270,15,RCC,Premium,14,Easy,18799000.0,602.0
Industrial,Tier3,17001,19,Prefabricated,Premium,11,Easy,75390000.0,1500.0
Residential,Tier3,38306,16,RCC,Premium,5,Moderate,158462000.0,1500.0
Industrial,Tier1,38666,3,RCC,Basic,197,Easy,75494000.0,268.0
Industrial,Tier2,14674,5,RCC,Premium,56,Moderate,52763000.0,486.0
Residential,Tier2,42723,13,Load Bearing,Premium,183,Difficult,209000000.0,604.0
Industrial,Tier3,31537,15,Load Bearing,Premium,164,Difficult,115895000.0,554.0
Commercial,Tier3,38643,9,Load Bearing,Standard,66,Moderate,81465000.0,1400.0
Residential,Tier3,4788,9,RCC,Premium,196,Difficult,18457000.0,50.0
Commercial,Tier2,33009,15,Load Bearing,Standard,86,Difficult,99952000.0,1129.0
Industrial,Tier3,33198,1,RCC,Premium,65,Difficult,107962000.0,817.0
Residential,Tier2,13896,14,Steel Frame,Standard,88,Easy,46848000.0,278.0
Infrastructure,Tier3,2658,16,Steel Frame,Basic,162,Moderate,4889000.0,40.0
Commercial,Tier2,18615,5,Load Bearing,Premium,129,Moderate,63088000.0,260.0
Infrastructure,Tier3,44270,4,Prefabricated,Standard,136,Easy,91844000.0,401.0
Residential,Tier2,19521,3,RCC,Basic,38,Difficult,33168000.0,832.0
Infrastructure,Tier2,42237,18,Steel Frame,Standard,75,Easy,144076000.0,1166.0
Infrastructure,Tier2,21981,4,Prefabricated,Basic,145,Difficult,41826000.0,248.0
Industrial,Tier1,37723,6,Load Bearing,Premium,150,Difficult,203872000.0,500.0
Commercial,Tier2,22695,5,Steel Frame,Standard,184,Moderate,67077000.0,203.0
Residential,Tier3,39433,13,Steel Frame,Basic,185,Easy,73443000.0,402.0
Residential,Tier1,32670,10,Steel Frame,Standard,36,Easy,137628000.0,1500.0
Commercial,Tier1,39021,10,Steel Frame,Basic,178,Easy,102827000.0,340.0
Industrial,Tier1,25820,13,RCC,Basic,21,Moderate,65261000.0,1500.0
Residential,Tier1,25001,14,Prefabricated,Standard,185,Moderate,105923000.0,256.0
Infrastructure,Tier1,38738,5,Steel Frame,Basic,122,Difficult,110874000.0,491.0
Industrial,Tier3,44331,14,RCC,Basic,184,Moderate,72989000.0,521.0
Infrastructure,Tier3,36771,7,RCC,Standard,109,Difficult,81627000.0,698.0
Residential,Tier3,14367,16,Load Bearing,Basic,154,Easy,19296000.0,249.0
Industrial,Tier2,45514,13,Prefabricated,Basic,135,Difficult,116661000.0,673.0
Commercial,Tier3,14866,19,Steel Frame,Basic,175,Moderate,32377000.0,218.0
Commercial,Tier1,3461,10,Load Bearing,Basic,142,Moderate,8126000.0,55.0
Residential,Tier1,2852,18,Steel Frame,Standard,28,Difficult,14234000.0,252.0
Infrastructure,Tier1,5980,5,Steel Frame,Standard,32,Difficult,23349000.0,332.0
Infrastructure,Tier3,23413,15,Load Bearing,Premium,100,Difficult,85293000.0,712.0
Residential,Tier2,15904,8,Load Bearing,Basic,167,Difficult,28983000.0,218.0
Industrial,Tier1,43114,8,RCC,Standard,76,Moderate,151693000.0,1018.0
Infrastructure,Tier2,8383,10,Steel Frame,Basic,91,Difficult,19378000.0,180.0
Commercial,Tier2,5124,20,Steel Frame,Premium,170,Moderate,32763000.0,78.0
Commercial,Tier3,21152,12,Prefabricated,Standard,122,Difficult,54319000.0,340.0
Industrial,Tier1,1534,9,RCC,Premium,95,Easy,8080000.0,30.0
Industrial,Tier1,14840,14,Steel Frame,Standard,193,Easy,68085000.0,159.0
Residential,Tier3,3983,18,RCC,Premium,112,Easy,16028000.0,83.0
Commercial,Tier1,5054,5,Prefabricated,Premium,30,Easy,24986000.0,207.0
Residential,Tier3,5899,12,Steel Frame,Basic,108,Moderate,11903000.0,111.0
Industrial,Tier3,37055,11,Load Bearing,Basic,29,Easy,48289000.0,1500.0
Commercial,Tier2,43634,11,Load Bearing,Standard,39,Moderate,112961000.0,1500.0
Commercial,Tier3,1526,19,Load Bearing,Premium,178,Difficult,6097000.0,30.0
Commercial,Tier2,41984,18,Prefabricated,Basic,135,Moderate,104868000.0,665.0
Industrial,Tier3,11900,17,Steel Frame,Basic,144,Difficult,25698000.0,224.0
Infrastructure,Tier2,19937,6,Steel Frame,Basic,86,Moderate,39356000.0,361.0
Industrial,Tier2,21896,8,Steel Frame,Basic,194,Easy,48070000.0,185.0
Industrial,Tier3,22371,4,Steel Frame,Standard,18,Difficult,55338000.0,1500.0
Infrastructure,Tier1,34332,14,RCC,Basic,155,Moderate,91577000.0,477.0
Commercial,Tier1,16531,2,RCC,Premium,38,Difficult,85602000.0,682.0
Residential,Tier3,47757,1,RCC,Basic,37,Difficult,68412000.0,1500.0
Residential,Tier1,3556,19,Load Bearing,Standard,109,Difficult,15432000.0,108.0
Industrial,Tier1,30667,15,Prefabricated,Premium,21,Easy,185820000.0,1500.0
Infrastructure,Tier2,28074,5,Prefabricated,Premium,27,Difficult,115618000.0,1500.0
Commercial,Tier2,39835,13,Prefabricated,Standard,33,Moderate,122857000.0,1500.0
Commercial,Tier2,47118,1,RCC,Premium,62,Easy,153061000.0,947.0
Residential,Tier3,31297,2,Prefabricated,Basic,159,Difficult,45347000.0,260.0
Residential,Tier2,6249,13,Load Bearing,Premium,192,Easy,25227000.0,80.0
Infrastructure,Tier3,6891,12,Load Bearing,Standard,68,Difficult,16745000.0,248.0
Infrastructure,Tier3,3358,12,Steel Frame,Basic,51,Easy,6160000.0,109.0
Industrial,Tier2,29708,18,Load Bearing,Standard,197,Easy,82280000.0,406.0
Residential,Tier2,37149,15,Prefabricated,Basic,159,Easy,85706000.0,440.0
Infrastructure,Tier1,41885,20,RCC,Standard,108,Easy,164361000.0,911.0
Infrastructure,Tier2,37259,10,RCC,Basic,180,Easy,69155000.0,359.0
Infrastructure,Tier2,4887,6,Steel Frame,Premium,180,Easy,23034000.0,41.0
Industrial,Tier3,11937,10,Prefabricated,Basic,87,Moderate,19138000.0,245.0
Industrial,Tier1,48129,10,Steel Frame,Premium,163,Difficult,375273000.0,652.0
Residential,Tier2,25545,12,Steel Frame,Basic,26,Moderate,58208000.0,1500.0
Industrial,Tier2,1733,2,Steel Frame,Standard,112,Difficult,5156000.0,30.0
Residential,Tier3,16023,9,Prefabricated,Premium,81,Difficult,70062000.0,347.0
Commercial,Tier1,8685,17,Prefabricated,Premium,87,Easy,55012000.0,193.0
Residential,Tier1,5878,16,RCC,Standard,111,Moderate,23935000.0,121.0
Commercial,Tier2,36963,3,Steel Frame,Premium,184,Moderate,174356000.0,293.0
Residential,Tier1,25682,17,Load Bearing,Premium,34,Easy,133266000.0,1500.0
Industrial,Tier2,23790,7,Load Bearing,Basic,59,Difficult,42222000.0,940.0
Infrastructure,Tier3,48458,1,RCC,Premium,122,Moderate,135309000.0,588.0
Infrastructure,Tier1,23193,6,Load Bearing,Standard,162,Easy,66093000.0,277.0
Industrial,Tier1,30233,5,Steel Frame,Standard,157,Moderate,115749000.0,306.0
Infrastructure,Tier2,30263,6,Steel Frame,Basic,23,Easy,58415000.0,1500.0
Infrastructure,Tier3,35574,8,Load Bearing,Standard,43,Moderate,66148000.0,1500.0
Industrial,Tier2,27438,20,Steel Frame,Standard,97,Easy,98257000.0,658.0
Commercial,Tier2,23570,18,Prefabricated,Premium,53,Easy,124311000.0,840.0
Commercial,Tier3,33471,14,Steel Frame,Basic,195,Moderate,66286000.0,346.0
Infrastructure,Tier1,12147,16,Load Bearing,Standard,128,Easy,38937000.0,240.0
Residential,Tier3,31744,13,Prefabricated,Standard,130,Difficult,85528000.0,533.0
Commercial,Tier1,14455,18,Steel Frame,Standard,142,Difficult,82172000.0,243.0
Residential,Tier1,31322,4,Prefabricated,Standard,47,Difficult,108110000.0,935.0
Infrastructure,Tier2,28643,13,Steel Frame,Basic,56,Difficult,75730000.0,1182.0
Residential,Tier3,46707,10,Load Bearing,Basic,126,Difficult,73793000.0,900.0
Commercial,Tier3,2300,17,Load Bearing,Standard,132,Easy,5025000.0,47.0
Commercial,Tier2,11230,11,Load Bearing,Basic,196,Easy,18980000.0,131.0
Industrial,Tier1,26061,9,Steel Frame,Basic,21,Moderate,81022000.0,1500.0
Residential,Tier2,684,4,Prefabricated,Basic,177,Moderate,1156000.0,30.0
Commercial,Tier3,21804,11,RCC,Premium,131,Difficult,87325000.0,421.0
Commercial,Tier2,31064,11,Prefabricated,Standard,58,Moderate,99246000.0,911.0
Residential,Tier3,31067,19,Steel Frame,Premium,47,Difficult,159999000.0,1500.0
Infrastructure,Tier2,25141,5,Steel Frame,Standard,102,Difficult,78161000.0,443.0
Industrial,Tier1,27918,9,Prefabricated,Premium,125,Easy,174758000.0,327.0
Industrial,Tier1,35123,3,Steel Frame,Basic,197,Easy,77140000.0,239.0
Industrial,Tier3,13121,6,Load Bearing,Basic,138,Difficult,17990000.0,206.0
Industrial,Tier3,1957,18,RCC,Standard,79,Easy,4495000.0,53.0
Commercial,Tier3,47015,4,Load Bearing,Standard,94,Easy,79001000.0,844.0
Industrial,Tier2,14791,9,Load Bearing,Standard,128,Difficult,37184000.0,255.0
Infrastructure,Tier3,28072,11,Steel Frame,Standard,38,Easy,76553000.0,1389.0
Industrial,Tier2,23580,9,Prefabricated,Basic,34,Difficult,54783000.0,1276.0
Residential,Tier2,17001,20,Load Bearing,Premium,165,Easy,78024000.0,260.0
Commercial,Tier2,26820,9,RCC,Basic,175,Easy,43796000.0,304.0
Industrial,Tier1,9990,15,Load Bearing,Basic,95,Moderate,22091000.0,267.0
Commercial,Tier1,24267,1,Load Bearing,Standard,145,Moderate,68240000.0,254.0
Infrastructure,Tier3,29856,9,Steel Frame,Standard,116,Difficult,80333000.0,521.0
Commercial,Tier1,38560,5,Prefabricated,Basic,11,Moderate,90331000.0,1500.0
Residential,Tier2,22662,15,Load Bearing,Standard,110,Moderate,60055000.0,492.0
Infrastructure,Tier1,28231,11,Prefabricated,Basic,93,Easy,79033000.0,480.0
Infrastructure,Tier3,38671,9,Prefabricated,Standard,123,Easy,94706000.0,444.0
Infrastructure,Tier1,2132,5,Prefabricated,Standard,132,Easy,6343000.0,30.0
Residential,Tier1,12639,11,Prefabricated,Basic,166,Moderate,33204000.0,132.0
Infrastructure,Tier3,25523,20,Steel Frame,Premium,169,Difficult,143913000.0,372.0
Residential,Tier1,40986,19,Prefabricated,Standard,26,Easy,173836000.0,1500.0
Industrial,Tier2,49979,1,Prefabricated,Basic,149,Easy,82890000.0,390.0
Industrial,Tier3,24935,1,RCC,Premium,160,Easy,65845000.0,206.0
Industrial,Tier2,32794,1,Load Bearing,Basic,183,Difficult,47009000.0,300.0
Residential,Tier2,45807,9,RCC,Premium,172,Difficult,205331000.0,539.0
Residential,Tier3,22024,6,Load Bearing,Basic,121,Easy,28757000.0,312.0
Industrial,Tier1,34378,6,Load Bearing,Premium,161,Easy,150629000.0,393.0
Residential,Tier3,2196,6,Prefabricated,Premium,51,Difficult,8214000.0,69.0
Residential,Tier1,48750,8,Steel Frame,Premium,8,Easy,332011000.0,1500.0
Residential,Tier2,35701,19,Prefabricated,Standard,165,Difficult,126312000.0,577.0
Infrastructure,Tier3,8720,11,Steel Frame,Premium,143,Moderate,35163000.0,124.0
Industrial,Tier2,17416,7,Load Bearing,Premium,181,Difficult,69577000.0,234.0
Residential,Tier1,14628,17,RCC,Premium,7,Moderate,90520000.0,1500.0
Residential,Tier1,20148,6,Load Bearing,Premium,145,Moderate,90746000.0,258.0
Industrial,Tier1,21818,20,Prefabricated,Premium,178,Moderate,161017000.0,304.0
Residential,Tier2,48921,1,Steel Frame,Standard,80,Moderate,140590000.0,814.0
Infrastructure,Tier2,14273,18,Load Bearing,Premium,156,Moderate,65034000.0,255.0
Commercial,Tier1,27258,10,Prefabricated,Standard,162,Easy,102383000.0,257.0
Commercial,Tier2,4093,11,Prefabricated,Premium,7,Moderate,20182000.0,1044.0
Residential,Tier2,2050,9,Prefabricated,Basic,64,Difficult,4227000.0,59.0
Industrial,Tier3,35540,16,Load Bearing,Standard,12,Moderate,77208000.0,1500.0
Commercial,Tier3,1894,8,RCC,Premium,155,Easy,6334000.0,30.0
Industrial,Tier1,45731,6,Prefabricated,Basic,119,Easy,109588000.0,501.0
Industrial,Tier1,39157,10,Load Bearing,Basic,73,Moderate,87569000.0,1139.0
Industrial,Tier2,32996,15,Prefabricated,Basic,35,Easy,65389000.0,1500.0
Commercial,Tier1,40975,10,RCC,Basic,68,Difficult,110317000.0,1243.0
Residential,Tier2,36851,19,Steel Frame,Standard,184,Easy,132526000.0,409.0
Commercial,Tier1,570,12,Prefabricated,Premium,100,Difficult,4193000.0,30.0
Residential,Tier1,47710,4,Prefabricated,Basic,24,Easy,106821000.0,1500.0
Commercial,Tier2,17118,19,Steel Frame,Standard,75,Difficult,66130000.0,647.0
Industrial,Tier3,45211,16,Steel Frame,Standard,37,Moderate,142551000.0,1500.0
Infrastructure,Tier1,1863,7,Prefabricated,Premium,171,Difficult,12364000.0,30.0
Commercial,Tier1,16451,14,Steel Frame,Premium,188,Easy,108959000.0,153.0
Residential,Tier2,29877,12,Load Bearing,Premium,196,Difficult,138675000.0,429.0
Residential,Tier2,28787,7,Steel Frame,Basic,135,Difficult,63774000.0,427.0
Commercial,Tier3,14309,6,RCC,Basic,13,Difficult,23459000.0,1500.0
Infrastructure,Tier3,2034,12,RCC,Standard,106,Easy,4130000.0,39.0
Industrial,Tier2,32003,18,Steel Frame,Premium,59,Difficult,197900000.0,1397.0
Infrastructure,Tier1,25003,17,Prefabricated,Standard,16,Difficult,117895000.0,1500.0
Residential,Tier1,28434,13,Load Bearing,Standard,126,Moderate,97323000.0,567.0
Industrial,Tier1,37293,9,RCC,Standard,52,Easy,123926000.0,1307.0
Residential,Tier2,29907,1,Steel Frame,Basic,83,Moderate,59030000.0,488.0
Residential,Tier1,17287,1,RCC,Standard,119,Easy,49945000.0,184.0
Residential,Tier2,26937,12,Prefabricated,Premium,39,Easy,132814000.0,1106.0
Commercial,Tier2,10081,13,Prefabricated,Premium,58,Difficult,54012000.0,368.0
Commercial,Tier2,40520,15,RCC,Basic,182,Moderate,88035000.0,522.0
Industrial,Tier3,49207,14,Load Bearing,Premium,23,Moderate,167946000.0,1500.0
Residential,Tier2,11387,4,Load Bearing,Basic,25,Easy,14751000.0,717.0
Infrastructure,Tier1,10882,2,Prefabricated,Basic,179,Difficult,26453000.0,85.0
Residential,Tier1,46779,3,Prefabricated,Basic,19,Difficult,109517000.0,1500.0
Commercial,Tier3,45273,16,Load Bearing,Basic,111,Moderate,66578000.0,1199.0
